,Username,Post Date,Content,Like Count,Date,DateDiff(days),Year,hashtags,hashtag_count
1237,catislandcafe,2019-05-05,"【阿貓地攤的連結小故事】

我是創辦人阿貓，大學時修讀設計時需要外出租屋獨自居住，我的小故事由此開始。

當我正為小窩居粉飾的時候，日本正興起「部屋熱潮」，而我在寂寞嘅時候，遇到我第一隻流浪貓叫「細b」，就是這樣我們開始一起生活。2000年嘅「阿貓地攤」只是一間700尺嘅樓上鋪，當時我希望客人可以享受溫暖嘅消費經驗，所以我把鋪頭視作為大家嘅小窩居，成為咗「1樓后座」嘅私竇潮流。

首次創業經驗不足，凡事親力親為，所以我把貓也放在鋪頭陪我一起工作。剛巧香港踏入寵物熱潮，多了很多人養寵物，而細b，她又怎會只是我的寵物，她在我失意時替我抹眼淚、她在我熬夜工作時默默陪伴我、她在我忙碌時躲在雪櫃頂上看着我，她是我生命嘅一部份。

到訪嘅客人都帶着他們自己嘅故事，不同嘅機緣令鋪頭貓隻數量不斷的加加減減，細b會幫手教小貓，有時她也會發脾氣不想做這工作。她看着不同的貓在鋪頭裏出出入入，跟上來的客人一樣出出入入，這些離合裏流動着活在香港不同的真實小故事，而我和細b一直都把心放在鋪頭裡，迎接每一個新嘅故事來臨在這溫馨的小窩居。

6月待續…… #阿貓地攤的連結故事 #阿貓地攤 #貓仙島 #貓Cafe
-------------------------------------------------
營業時間🕘
星期一至星期日：11:00am - 09:00pm
歡迎預約留座🤗 ✨ 【地攤小教室】不定期更新
【阿貓地攤的故事】每月更新",24,2019-05-05,2.0,2019.0,"['#阿貓地攤的連結故事', '#阿貓地攤', '#貓仙島', '#貓Cafe']",4.0
1213,catislandcafe,2019-05-11,"🐾貓店長－多多退休回家😭
一向受大家極力寵愛嘅貓店長－多多係貓攤學滿師，要返主人身邊喇😭
同主人分居咗成年肯定好掛住大家喇，同時我哋都相信多多好唔捨得大家同其他貓店長～
不過多多返去又可以見到B哥，兄弟團聚啦😍
我哋會嚟探你㗎多多",71,2019-05-11,6.0,2019.0,,0.0
1211,catislandcafe,2019-05-12,"🤤退休生活 ~  B哥與多多💖

大家冇見佢哋一排係咪好掛住佢哋呢？
雜工小編我都好掛住佢哋😭
見到B哥多多暖笠笠咁，我都好想join埋佢哋一齊圍爐取暖🥰 ✨驚喜優惠!!－儲貓印😻成為地攤VIP✨
🎉慶賀吧！阿貓地攤儲貓卡隆重登場！

由即日起於 阿貓地攤 惠顧任何食品滿$100，即可儲貓印一個！
儲滿5個貓印下次消費即減$50❗10個即減$100❗如此類推… ✨儲滿30個貓印即可升級成為 阿貓地攤尊貴會員 VIP👑
✨阿貓地攤尊貴會員 VIP可享永久8️⃣5️⃣折優惠 及 尊屬禮遇，萬勿錯過！

咁正嘅儲貓卡仲唔快啲Share比朋友知？！🤤 #阿貓地攤 #貓仙島 #catstore #catisland
#貓 #貓貓 #貓星人 #貓奴日常 #貓cafe #cat #catcafe #猫 #猫カフェ #hongkong #hongkongcatcafe",46,2019-05-12,1.0,2019.0,"['#阿貓地攤', '#貓仙島', '#catstore', '#catisland', '#貓', '#貓貓', '#貓星人', '#貓奴日常', '#貓cafe', '#cat', '#catcafe', '#猫', '#猫カフェ', '#hongkong', '#hongkongcatcafe']",15.0
1210,catislandcafe,2019-07-12,"LL： 聽日出嚟銅鑼灣有咩做應該唔洗我提啦🤨

區選過後，毋忘初心
【民陣 國際人權日遊行】
聽日 3點鐘 維園見💪🏻 (((已獲不反對通知書，已經無唔出嚟嘅理由了

#多你一個就係多 #只要堅持
#香港人絕不忘記 #煲底之約 
#阿貓地攤 #貓仙島 #catstore #catisland
#貓 #貓貓 #貓星人 #貓奴日常 #貓cafe #cat #catcafe #猫 #猫カフェ #hongkong #hongkongcatcafe",49,2019-07-12,61.0,2019.0,"['#多你一個就係多', '#只要堅持', '#香港人絕不忘記', '#煲底之約', '#阿貓地攤', '#貓仙島', '#catstore', '#catisland', '#貓', '#貓貓', '#貓星人', '#貓奴日常', '#貓cafe', '#cat', '#catcafe', '#猫', '#猫カフェ', '#hongkong', '#hongkongcatcafe']",19.0
1231,catislandcafe,2019-08-06,"🐈阿貓甜品－瑰麗檸檬撻🍋

阿貓地攤全新甜品－瑰麗檸檬撻🍋 即日發售，
酸酸甜甜嘅檸檬汁配上香脆開心果，刺激味蕾🤤為炎炎夏日帶上一點小清新✨ ❗❗數量有限，售完即止❗❗ #貓Cafe #甜品 #dessert #銅鑼灣 -------------------------------------------------
營業時間🕘
星期一至星期日：11:00am - 09:00pm
歡迎預約留座🤗 ✨ 【地攤小教室】不定期更新
【阿貓地攤的故事】每月更新
#阿貓地攤 #貓仙島 #catstore #catisland
#貓 #貓貓 #貓星人 #貓奴日常 #貓cafe #cat #catcafe #猫 #猫カフェ #hongkong #hongkongcatcafe",41,2019-08-06,25.0,2019.0,"['#貓Cafe', '#甜品', '#dessert', '#銅鑼灣', '#阿貓地攤', '#貓仙島', '#catstore', '#catisland', '#貓', '#貓貓', '#貓星人', '#貓奴日常', '#貓cafe', '#cat', '#catcafe', '#猫', '#猫カフェ', '#hongkong', '#hongkongcatcafe']",19.0
1216,catislandcafe,2019-08-10,"唔理黑貓白貓，食飽飽先係好貓。

黑Boy PJ: 一陣食飽飽去行下街先...MEOW~
黑Boy PD: 吾好食甘快....等埋我呀...MEOW~

#阿貓地攤 #貓仙島 #catstore #catisland
#貓 #貓貓 #貓星人 #貓奴日常 #貓cafe #cat #catcafe #猫 #猫カフェ #hongkong #hongkongcatcafe",47,2019-08-10,4.0,2019.0,"['#阿貓地攤', '#貓仙島', '#catstore', '#catisland', '#貓', '#貓貓', '#貓星人', '#貓奴日常', '#貓cafe', '#cat', '#catcafe', '#猫', '#猫カフェ', '#hongkong', '#hongkongcatcafe']",15.0
1258,catislandcafe,2019-11-03,"大王：B哥…你有眼屎
 B哥：你嘈醒我就係為咗粒眼屎？🙄
#電眼王B哥 #神仙B都要聽B哥話 #其實B哥好Nice -----------------------------------
營業時間🕘
星期一至星期日：11:00am - 09:00pm
歡迎預約留座🤗

更多精彩優惠✨
Openrice: https://s.openrice.com/QrbS0rq4000
#阿貓地攤 #貓仙島 #catstore #catisland
#貓 #貓貓 #貓星人 #貓奴日常 #貓cafe #cat #catcafe #猫 #猫カフェ #hongkong #hongkongcatcafe",33,2019-11-03,85.0,2019.0,"['#電眼王B哥', '#神仙B都要聽B哥話', '#其實B哥好Nice', '#阿貓地攤', '#貓仙島', '#catstore', '#catisland', '#貓', '#貓貓', '#貓星人', '#貓奴日常', '#貓cafe', '#cat', '#catcafe', '#猫', '#猫カフェ', '#hongkong', '#hongkongcatcafe']",18.0
1205,catislandcafe,2020-02-01,"皮吉：我覺得自己黑得好有型！你地覺得呢？

PJ：I am not a black object. I am a black cat!

#阿貓地攤
#黑貓
#貓仙島
#銅鑼灣
#catcafe",58,2020-02-01,90.0,2020.0,"['#阿貓地攤', '#黑貓', '#貓仙島', '#銅鑼灣', '#catcafe']",5.0
1204,catislandcafe,2020-03-01,"貓牌CCTV出左新型號... 大家喜歡豹牌定係黑牌？黑B條氣超唔順！👀👀👀 #阿貓地攤
#catcafe
#銅鑼灣",36,2020-03-01,29.0,2020.0,"['#阿貓地攤', '#catcafe', '#銅鑼灣']",3.0
1201,catislandcafe,2020-03-03,"皮吉：最近搵食艱難，連我都要幫老板收銀幫補生計😿！但我只賣罐罐😼😻😽...仲只賣三萬罐...落單時...請講聲please！

老板娘：那有黑口黑面既員工咁靚仔架！🤩😍",42,2020-03-03,2.0,2020.0,,0.0
1203,catislandcafe,2020-05-01,"求雨雨🌧🌧🌧
降澳洲☔️☔️☔️
Pray for Australia!🙏",47,2020-05-01,59.0,2020.0,,0.0
1200,catislandcafe,2020-05-03,"有冇人覺得...冧子真係好靚仔！？
老板娘自我陶醉中...😍😘🥰😻😽",52,2020-05-03,2.0,2020.0,,0.0
1187,catislandcafe,2020-06-12,"聞一聞...醒腦提神😼
索一索...舒筋活絡😸

你今日索左未？😬😻 快d黎阿貓地攤「聞」貓會！👍🏻🤫

#catcafe",87,2020-06-12,40.0,2020.0,['#catcafe'],1.0
1199,catislandcafe,2020-07-03,除左靚仔...我地仲有靚女貓...啫喱妹😻😻😻,61,2020-07-03,21.0,2020.0,,0.0
1188,catislandcafe,2020-10-11,"皮旦仔：我媽買左新電話...我好乖做model...我靚仔嗎？

#阿貓地攤cafe 
#catcafe",78,2020-10-11,100.0,2020.0,"['#阿貓地攤cafe', '#catcafe']",2.0
1192,catislandcafe,2020-11-09,"貓奴注意：
不要抱起我.........
但可以錫我🥰😘😍😻

#catcafe",96,2020-11-09,29.0,2020.0,['#catcafe'],1.0
1182,catislandcafe,2022-11-12,"大家聖誕節會黎睇我表演「炸毛」嗎？！😽😻

#catcafe 
#貓cafe 
#竉物cafe
#銅鑼灣cafe",47,2022-11-12,733.0,2022.0,"['#catcafe', '#貓cafe', '#竉物cafe', '#銅鑼灣cafe']",4.0
1177,catislandcafe,2023-12-01,"2023年新款Black Cat Web Cam 360 全天候低智能毛線移動遠距監察器🤓

#catcafe
#阿貓地攤 
#銅鑼灣美食 
#cafe 
#竉物cafe 
#petcafe 
#causewaybaycafe",105,2023-12-01,384.0,2023.0,"['#catcafe', '#阿貓地攤', '#銅鑼灣美食', '#cafe', '#竉物cafe', '#petcafe', '#causewaybaycafe']",7.0
1128,catislandcafe,2024-05-09,"#catislandcafe #catstore 
—
好奇寶寶吉吉😼
—
聽講今日有機會打8號波‼️
大家記得留喺安全嘅地方啦🌀！
—
#🐾皮吉
—
#阿貓地攤 #領養代替購買 #香港貓 #貓奴 #貓 #貓cafe #貓cafe嘅生活🐱☺️ #黑貓 #黑貓控 #貓日常 #銅鑼灣",36,2024-05-09,160.0,2024.0,"['#catislandcafe', '#catstore', '#🐾皮吉', '#阿貓地攤', '#領養代替購買', '#香港貓', '#貓奴', '#貓', '#貓cafe', '#貓cafe嘅生活🐱☺️', '#黑貓', '#黑貓控', '#貓日常', '#銅鑼灣']",14.0
1285,honeymoon_pet,2022-09-08,"動物穴點樣去架？

#動物穴 #貓貓cafe  #貓cafe #寵物店 #觀塘好去處 #貓貓Cafe",397,2022-09-08,0.0,2022.0,"['#動物穴', '#貓貓cafe', '#貓cafe', '#寵物店', '#觀塘好去處', '#貓貓Cafe']",6.0
1445,honeymoon_pet,2023-06-09,"<立即預約>

$250/兩小時 自己動手整個俄羅斯刺繡手袋

貼堂作品 (點解可以整得咁靚？)

#元朗玩樂多 #觀塘手工 #俄羅斯刺繡

☎️ 5703 6986",43,2023-06-09,274.0,2023.0,"['#元朗玩樂多', '#觀塘手工', '#俄羅斯刺繡']",3.0
1428,honeymoon_pet,2023-09-10,"《多謝客人回圖》

檸檬喺眾多貓貓之中，最得人中意嘅一隻貓貓。

因為生得靚，就係有着數。雖然性格膽小，之前仲有  #子宮蓄膿 同埋 #腹膜炎

喺短短三個月裏面經歷咗好多事情。

其實貓貓天生係好細膽嘅動物，好容易因為應激或者其他因素嘅影響，降低免疫力。

每一隻貓貓都有唔同嘅性格。但係佢哋都有個共通點，貓貓都係安靜嘅動物，同狗狗會主動跑去你哋到唔同。

貓貓係慢熱嘅朋友，有態度嘅動物。所以嚟得玩就預咗要有耐性，要慢慢坐低同一隻貓貓建立好關係，佢就會慢慢親你。

有啲朋友仔嚟到，安安靜靜坐埋一邊，就係有一群貓圍住佢哋。緣份呢啲嘢就係迫唔嚟，貓貓就係教識我哋放下一切執念，慢慢搵返最原始嘅感覺，放慢步伐，慢慢建立好關係，凡事都急唔嚟。

——————————————

🌎網上預約 
Www.Groomypetspace.com

📲WhatsApp
Wa.me/85257036986

—————————————————
📍官塘工業中心一期地庫F室
(地鐵站D4出口直行3分鐘，地面樓梯直落)

官塘工業中心不設時租，最近兩個停車場：

Yau Shun Street 露天停車場
https://goo.gl/maps/n9fUtz2bRW4accB67 

觀塘廣場停車場
https://goo.gl/maps/Vgcok37xhmszmFsS7

歡迎帶埋小動物黎動物穴，我哋會為你悉心準備水果，熱茶。

#貓cafe #玩貓 #親子活動 #觀塘好去處 #寵物店 #親親小動物 #觀塘派對房間 #週末好去處 #休閒打卡 #寵物打卡 #貓貓cafe #共享人寵工作空間 #觀塘工作室 #觀塘自修室 #手工 #手作 #香港workshop #香港手作店",134,2023-09-10,93.0,2023.0,"['#子宮蓄膿', '#腹膜炎', '#貓cafe', '#玩貓', '#親子活動', '#觀塘好去處', '#寵物店', '#親親小動物', '#觀塘派對房間', '#週末好去處', '#休閒打卡', '#寵物打卡', '#貓貓cafe', '#共享人寵工作空間', '#觀塘工作室', '#觀塘自修室', '#手工', '#手作', '#香港workshop', '#香港手作店']",20.0
1388,honeymoon_pet,2023-12-12,"機會嚟啦🤍
又有一個星期六時間無限制任你玩😍

今個星期六2023年12月16日，又係冇包場嘅一日啦❤️時間啱嘅話就快啲衝出嚟玩啦🎄

2023年12月17日
14:30 - 17:30 又有包場活動 🕰️

快啲WhatsApp我哋預約聯絡啦 
☎️57036986 

——————————————

🌎網上預約 
Www.Groomypetspace.com

📲WhatsApp
Wa.me/85257036986

—————————————————
📍官塘工業中心一期地庫F室
(地鐵站D4出口直行3分鐘，地面樓梯直落)

官塘工業中心不設時租，最近兩個停車場：

Yau Shun Street 露天停車場
https://goo.gl/maps/n9fUtz2bRW4accB67 

觀塘廣場停車場
https://goo.gl/maps/Vgcok37xhmszmFsS7

歡迎帶埋小動物黎動物穴，我哋會為你悉心準備水果，熱茶。

#貓cafe #玩貓 #親子活動 #觀塘好去處 #寵物店 #親親小動物 #觀塘派對房間 #週末好去處 #休閒打卡 #寵物打卡 #貓貓cafe #共享人寵工作空間 #觀塘工作室 #觀塘自修室 #手工 #手作 #香港workshop #香港手作店 #藍金英短  #英短檸檬 #明星貓 #貓寶寶 #貓奴  #貓cafe #catcafe",37,2023-12-12,93.0,2023.0,"['#貓cafe', '#玩貓', '#親子活動', '#觀塘好去處', '#寵物店', '#親親小動物', '#觀塘派對房間', '#週末好去處', '#休閒打卡', '#寵物打卡', '#貓貓cafe', '#共享人寵工作空間', '#觀塘工作室', '#觀塘自修室', '#手工', '#手作', '#香港workshop', '#香港手作店', '#藍金英短', '#英短檸檬', '#明星貓', '#貓寶寶', '#貓奴', '#貓cafe', '#catcafe']",25.0
1361,honeymoon_pet,2024-01-03,🙀噤可愛得唔得架？,46,2024-01-03,22.0,2024.0,,0.0
1303,honeymoon_pet,2024-01-08,"想去貓Cafe，但係玩咗10分鐘之後又唔知道可以做咩？
《黎動物穴啦》

一個有貓貓陪伴你一齊 #做手工 嘅地方
享受40隻貓貓一齊嘅陪伴
😍而家仲有救援返嚟嘅貓貓放領養😍

黎放鬆吓同貓貓一齊相處，帶走一隻貓貓😚

——————————————

🌎網上預約 
Www.Groomypetspace.com

📲WhatsApp
Wa.me/85257036986

—————————————————
📍官塘工業中心一期地庫F室
(地鐵站D4出口直行3分鐘，地面樓梯直落)

官塘工業中心不設時租，最近兩個停車場：

Yau Shun Street 露天停車場
https://goo.gl/maps/n9fUtz2bRW4accB67 

觀塘廣場停車場
https://goo.gl/maps/Vgcok37xhmszmFsS7

歡迎帶埋小動物黎動物穴，我哋會為你悉心準備水果，熱茶。

#貓cafe #玩貓 #親子活動 #觀塘好去處 #寵物店 #親親小動物 #觀塘派對房間 #週末好去處 #休閒打卡 #寵物打卡 #貓貓cafe #共享人寵工作空間 #觀塘工作室 #觀塘自修室 #手工 #手作 #香港workshop #香港手作店 #藍金英短  #英短檸檬 #明星貓 #免費手工 #暑假好去處 #有貓的手工店 #有手工的貓店 #香港最多貓，",26,2024-01-08,5.0,2024.0,"['#做手工', '#貓cafe', '#玩貓', '#親子活動', '#觀塘好去處', '#寵物店', '#親親小動物', '#觀塘派對房間', '#週末好去處', '#休閒打卡', '#寵物打卡', '#貓貓cafe', '#共享人寵工作空間', '#觀塘工作室', '#觀塘自修室', '#手工', '#手作', '#香港workshop', '#香港手作店', '#藍金英短', '#英短檸檬', '#明星貓', '#免費手工', '#暑假好去處', '#有貓的手工店', '#有手工的貓店', '#香港最多貓，']",27.0
1300,honeymoon_pet,2024-02-08,"再見 #茶果嶺白貓 Melo 
去到新暫托到要乖
繼續好親人

#拒絕做condom #以後唔再做好人 #用完即棄",61,2024-02-08,31.0,2024.0,"['#茶果嶺白貓', '#拒絕做condom', '#以後唔再做好人', '#用完即棄']",4.0
1367,honeymoon_pet,2024-03-02,"😺😺🫶熱情的小貓們❤️❤️❤️
🫶貓咪獨立照🫶
觀塘貓奴聖地 
開鑵鑵就能感受被貓圍 幸福🤣
@honeymoon_pet",91,2024-03-02,23.0,2024.0,,0.0
1338,honeymoon_pet,2024-03-05,"《過一個又好玩，又有意義嘅生日派對》

在貓Cafe渡過超級難忘生日❤️

讓愛成為習慣❤️
自己貓屎自己剷
不假手於人

學習增添家庭成員，是奉獻無私嘅愛。無論在時間，勞力及金錢上。

重大嘅決定，必須要慎重嘅思考❤️

小貓奴體驗貓貓大世界👍🏻
每位小朋友都是最棒的

#社會責任 #學習愛與被愛 #舒緩情緒 #責任 #養貓責任 #貓貓世界 #學習養貓",42,2024-03-05,3.0,2024.0,"['#社會責任', '#學習愛與被愛', '#舒緩情緒', '#責任', '#養貓責任', '#貓貓世界', '#學習養貓']",7.0
1325,honeymoon_pet,2024-03-06,"《$78 手繪雨傘》
貓貓x 手工

一個下午茶嘅價錢

你可以做到啲咩？

❣️自製一把手工雨傘
❣️自製一個棉花糖
❣️擁抱40隻可愛貓貓
❣️兩隻可愛雪貂陪伴
❣️歡迎小食及飲品一份

🤭🤭🤭🤭🤭
性價比超高
香港唯一一間，貓貓唔單止癡人，仲有甜美嘅小姐姐照顧大家。

——————————————

🌎網上預約 
Www.Groomypetspace.com

📲WhatsApp
Wa.me/85257036986

—————————————————
📍官塘工業中心一期地庫F室
(地鐵站D4出口直行3分鐘，地面樓梯直落)

官塘工業中心不設時租，最近兩個停車場：

Yau Shun Street 露天停車場
https://goo.gl/maps/n9fUtz2bRW4accB67 

觀塘廣場停車場
https://goo.gl/maps/Vgcok37xhmszmFsS7

歡迎帶埋小動物黎動物穴，我哋會為你悉心準備水果，熱茶。

#貓cafe #玩貓 #親子活動 #觀塘好去處 #寵物店 #親親小動物 #觀塘派對房間 #週末好去處 #休閒打卡 #寵物打卡 #貓貓cafe #共享人寵工作空間 #觀塘工作室 #觀塘自修室 #手工 #手作 #香港workshop #香港手作店 #性價比高貓Cafe #觀塘貓Cafe #觀塘手工 #hea #觀塘hea",37,2024-03-06,1.0,2024.0,"['#貓cafe', '#玩貓', '#親子活動', '#觀塘好去處', '#寵物店', '#親親小動物', '#觀塘派對房間', '#週末好去處', '#休閒打卡', '#寵物打卡', '#貓貓cafe', '#共享人寵工作空間', '#觀塘工作室', '#觀塘自修室', '#手工', '#手作', '#香港workshop', '#香港手作店', '#性價比高貓Cafe', '#觀塘貓Cafe', '#觀塘手工', '#hea', '#觀塘hea']",23.0
1378,honeymoon_pet,2024-04-01,"7/1/2024 星期日 🎫

早場優惠 11:00 - 13:00 $99/2小時
晚場優惠 17:00 - 19:00 $99/2小時

中午13:00 - 17:00 不接受walk-in 🚫

全場1500尺

平日3小時 
$3000
假日3小時
 $3900

*25人以下*

包10位小朋友work shop 同集體遊戲 (有姐姐帶領）
*水印紋身貼紙
*包電子生日卡製作

爆谷機 + $900 
飲品任飲每人加 $20
主題裝飾 $1500 - $3000up （按要求）

地址： 觀塘工業中心一期
地鐵站D4出口三分鐘直達

#活動包場 #貓貓派對 #貓貓活動 #貓奴體驗 #打工體驗  #生日派對 #觀塘包場 #觀塘貓cafe #生日活動 #小朋友生日",50,2024-04-01,26.0,2024.0,"['#活動包場', '#貓貓派對', '#貓貓活動', '#貓奴體驗', '#打工體驗', '#生日派對', '#觀塘包場', '#觀塘貓cafe', '#生日活動', '#小朋友生日']",10.0
